domain,wiki_count,wiki_total_cites,grok_count,grok_total_cites,domain:1,pc1
mercedtimes.com,0.0,0.0,5.0,44005756.0,mercedtimes.com,0.359730594283597
mercertimes.com,0.0,0.0,4.0,44005756.0,mercertimes.com,0.607016613823915
mercola.com,0.0,0.0,10.0,44005756.0,mercola.com,0.174179298813923
mercopress.com,659.0,22382102.0,1268.0,44005756.0,mercopress.com,0.515629640542977
mercurynews.com,6021.0,22382102.0,3980.0,44005756.0,mercurynews.com,0.876705503211989
meridianstar.com,70.0,22382102.0,165.0,44005756.0,meridianstar.com,0.630797084592232
meridionews.it,8.0,22382102.0,8.0,44005756.0,meridionews.it,0.501976520772685
merionwest.com,25.0,22382102.0,30.0,44005756.0,merionwest.com,0.871165064239559
merkur.de,219.0,22382102.0,377.0,44005756.0,merkur.de,0.598909713642671
merrimackvalleynews.com,0.0,0.0,1.0,44005756.0,merrimackvalleynews.com,0.573153411997945
merryjane.com,20.0,22382102.0,4.0,44005756.0,merryjane.com,0.619205572780572
mesabitribune.com,5.0,22382102.0,135.0,44005756.0,mesabitribune.com,0.696441085914132
messagemedia.co,12.0,22382102.0,21.0,44005756.0,messagemedia.co,0.683117340614217
messaggeroveneto.gelocal.it,42.0,22382102.0,20.0,44005756.0,messaggeroveneto.gelocal.it,0.676070270154082
messenger-inquirer.com,17.0,22382102.0,31.0,44005756.0,messenger-inquirer.com,0.57108633245108
messengernews.net,23.0,22382102.0,26.0,44005756.0,messengernews.net,0.692391064855794
messinatoday.it,3.0,22382102.0,22.0,44005756.0,messinatoday.it,0.590071954555491
mesvaccins.net,1.0,22382102.0,1.0,44005756.0,mesvaccins.net,0.543477839046554
metabunk.org,32.0,22382102.0,73.0,44005756.0,metabunk.org,0.861807558175919
metapedia.org,0.0,0.0,14.0,44005756.0,metapedia.org,0.38059049796743
meteo.it,1.0,22382102.0,0.0,0.0,meteo.it,0.588614906007047
meteoweb.eu,15.0,22382102.0,5.0,44005756.0,meteoweb.eu,0.380955092567979
metnews.com,163.0,22382102.0,318.0,44005756.0,metnews.com,0.685678149703704
metro.co.uk,9737.0,22382102.0,10028.0,44005756.0,metro.co.uk,0.77405723127834
metro.us,358.0,22382102.0,127.0,44005756.0,metro.us,0.771994282455979
metroeastsun.com,0.0,0.0,10.0,44005756.0,metroeastsun.com,0.401310838304637
metrolexnews.com,0.0,0.0,11.0,44005756.0,metrolexnews.com,0.348754419627857
metronews.it,6.0,22382102.0,2.0,44005756.0,metronews.it,0.418499819342116
metrophiladelphia.com,30.0,22382102.0,122.0,44005756.0,metrophiladelphia.com,0.552065475980663
metropolisplanet.com,2.0,22382102.0,7.0,44005756.0,metropolisplanet.com,0.720476824796708
metropolisweb.it,2.0,22382102.0,12.0,44005756.0,metropolisweb.it,0.501725257129702
metrotimes.com,539.0,22382102.0,425.0,44005756.0,metrotimes.com,0.675587186459594
metrowestdailynews.com,185.0,22382102.0,352.0,44005756.0,metrowestdailynews.com,0.91841466496127
mexicoledger.com,4.0,22382102.0,5.0,44005756.0,mexicoledger.com,0.599200073403383
mexiconewsdaily.com,326.0,22382102.0,2687.0,44005756.0,mexiconewsdaily.com,0.791230028033304
mi-reporter.com,27.0,22382102.0,21.0,44005756.0,mi-reporter.com,0.629958582225415
miami.cbslocal.com,385.0,22382102.0,78.0,44005756.0,miami.cbslocal.com,0.537003056429683
miami.com,175.0,22382102.0,27.0,44005756.0,miami.com,0.645891002852989
miamiherald.com,5695.0,22382102.0,5254.0,44005756.0,miamiherald.com,0.804965428527866
miaminewtimes.com,1267.0,22382102.0,1444.0,44005756.0,miaminewtimes.com,0.716475185110035
miamistandard.news,1.0,22382102.0,0.0,0.0,miamistandard.news,0.492876819929297
miamitimesonline.com,25.0,22382102.0,193.0,44005756.0,miamitimesonline.com,0.53475122212925
miamivalleytoday.com,20.0,22382102.0,15.0,44005756.0,miamivalleytoday.com,0.5126161228361
mic.com,918.0,22382102.0,668.0,44005756.0,mic.com,0.660068307927033
michaelmoore.com,35.0,22382102.0,15.0,44005756.0,michaelmoore.com,0.646230095982523
michellemalkin.com,29.0,22382102.0,2.0,44005756.0,michellemalkin.com,0.435761010894534
michiganadvance.com,135.0,22382102.0,894.0,44005756.0,michiganadvance.com,0.556729709769618
michigancapitolconfidential.com,13.0,22382102.0,109.0,44005756.0,michigancapitolconfidential.com,0.505643662536652
michiganchronicle.com,63.0,22382102.0,118.0,44005756.0,michiganchronicle.com,0.416952137625475
michiganradio.org,200.0,22382102.0,23.0,44005756.0,michiganradio.org,0.563957858123669
midcitytimes.com,0.0,0.0,3.0,44005756.0,midcitytimes.com,0.48135626209817
midcoasttoday.com,0.0,0.0,9.0,44005756.0,midcoasttoday.com,0.47251771223099
middleeasteye.net,2060.0,22382102.0,4845.0,44005756.0,middleeasteye.net,0.792894711500297
middleeastmonitor.com,1154.0,22382102.0,2358.0,44005756.0,middleeastmonitor.com,0.61963378291933
middlesborodailynews.com,9.0,22382102.0,2.0,44005756.0,middlesborodailynews.com,0.581255507206459
middletowntranscript.com,7.0,22382102.0,10.0,44005756.0,middletowntranscript.com,0.609650056276903
midilibre.fr,201.0,22382102.0,205.0,44005756.0,midilibre.fr,0.570986312367086
midlandtoday.ca,3.0,22382102.0,25.0,44005756.0,midlandtoday.ca,0.64280305900301
midlothianmirror.com,0.0,0.0,1.0,44005756.0,midlothianmirror.com,0.665013777610641
midnorthmonitor.com,1.0,22382102.0,8.0,44005756.0,midnorthmonitor.com,0.68546906532689
midvalleyreporter.com,0.0,0.0,1.0,44005756.0,midvalleyreporter.com,0.384747319165608
midweekherald.co.uk,20.0,22382102.0,27.0,44005756.0,midweekherald.co.uk,0.632341209117694
midweeknews.com,1.0,22382102.0,1.0,44005756.0,midweeknews.com,0.716592462864005
migrationpolicy.org,377.0,22382102.0,8586.0,44005756.0,migrationpolicy.org,0.843118832856585
mikehuckabee.com,4.0,22382102.0,0.0,0.0,mikehuckabee.com,0.450186169514341
milanocittastato.it,24.0,22382102.0,12.0,44005756.0,milanocittastato.it,0.744769950096022
milanofinanza.it,117.0,22382102.0,50.0,44005756.0,milanofinanza.it,0.496873039183808
milanotoday.it,81.0,22382102.0,78.0,44005756.0,milanotoday.it,0.594886335053853
milehighsticking.com,13.0,22382102.0,18.0,44005756.0,milehighsticking.com,0.57152549470152
milfordbeacon.com,3.0,22382102.0,2.0,44005756.0,milfordbeacon.com,0.609650056276903
milforddailynews.com,101.0,22382102.0,209.0,44005756.0,milforddailynews.com,0.780333314681013
militarist-monitor.org,9.0,22382102.0,51.0,44005756.0,militarist-monitor.org,0.718143338951136
military.com,1638.0,22382102.0,4811.0,44005756.0,military.com,0.879015340541404
militarytimes.com,878.0,22382102.0,1805.0,44005756.0,militarytimes.com,0.951497998550873
millburysutton.com,3.0,22382102.0,3.0,44005756.0,millburysutton.com,0.700688026793417
milliyet.com.tr,1418.0,22382102.0,436.0,44005756.0,milliyet.com.tr,0.5997042100284
miltonkeynes.co.uk,256.0,22382102.0,230.0,44005756.0,miltonkeynes.co.uk,0.658442191238922
mindbodygreen.com,16.0,22382102.0,57.0,44005756.0,mindbodygreen.com,0.334992264005596
mininggazette.com,35.0,22382102.0,95.0,44005756.0,mininggazette.com,0.830609320891379
miningjournal.net,39.0,22382102.0,59.0,44005756.0,miningjournal.net,0.718353312885432
minneapolisreview.com,0.0,0.0,3.0,44005756.0,minneapolisreview.com,0.725326081770771
minnesota.cbslocal.com,432.0,22382102.0,83.0,44005756.0,minnesota.cbslocal.com,0.717076812957865
minnesotareformer.com,153.0,22382102.0,727.0,44005756.0,minnesotareformer.com,0.67447519986674
minnesotastatewire.com,0.0,0.0,1.0,44005756.0,minnesotastatewire.com,0.617839491599998
minnpost.com,795.0,22382102.0,1946.0,44005756.0,minnpost.com,0.816946216297037
minoritynurse.com,4.0,22382102.0,1.0,44005756.0,minoritynurse.com,0.75784903279681
minotdailynews.com,42.0,22382102.0,164.0,44005756.0,minotdailynews.com,0.508829719189724
mintpressnews.cn,0.0,0.0,3.0,44005756.0,mintpressnews.cn,0.349360171770081
mintpressnews.com,6.0,22382102.0,95.0,44005756.0,mintpressnews.com,0.494701551770883
mirror.co.uk,11585.0,22382102.0,12747.0,44005756.0,mirror.co.uk,0.69471357319896
mises.org,879.0,22382102.0,3417.0,44005756.0,mises.org,0.465796303891816
missingkids.org,78.0,22382102.0,384.0,44005756.0,missingkids.org,0.657261177553656
missioncityrecord.com,13.0,22382102.0,41.0,44005756.0,missioncityrecord.com,0.692365770171247
mississauga.com,291.0,22382102.0,154.0,44005756.0,mississauga.com,0.717076812957865
mississippicir.org,4.0,22382102.0,0.0,0.0,mississippicir.org,0.512144769667757
mississippitoday.org,244.0,22382102.0,1324.0,44005756.0,mississippitoday.org,0.666335627788022
missoulian.com,440.0,22382102.0,235.0,44005756.0,missoulian.com,0.918102661836263
misteriditalia.it,13.0,22382102.0,4.0,44005756.0,misteriditalia.it,0.216462936422511
mitchelladvocate.com,1.0,22382102.0,2.0,44005756.0,mitchelladvocate.com,0.74025523693574
mitchellrepublic.com,51.0,22382102.0,154.0,44005756.0,mitchellrepublic.com,0.556639624725724
mittelbayerische.de,39.0,22382102.0,19.0,44005756.0,mittelbayerische.de,0.669966938660864
mittelhessen.de,9.0,22382102.0,19.0,44005756.0,mittelhessen.de,0.700688026793417
mkesouth.com,0.0,0.0,1.0,44005756.0,mkesouth.com,0.457628527037372
mlb.nbcsports.com,463.0,22382102.0,237.0,44005756.0,mlb.nbcsports.com,0.71956431530349
mlive.com,6542.0,22382102.0,6385.0,44005756.0,mlive.com,0.869179293566977
mlsmultiplex.com,41.0,22382102.0,41.0,44005756.0,mlsmultiplex.com,0.558944930134966
mnn.com,156.0,22382102.0,43.0,44005756.0,mnn.com,0.787623172475012
moberlymonitor.com,4.0,22382102.0,3.0,44005756.0,moberlymonitor.com,0.594889248109946
mobilesyrup.com,279.0,22382102.0,324.0,44005756.0,mobilesyrup.com,0.55039980061737
modbee.com,333.0,22382102.0,286.0,44005756.0,modbee.com,0.879015340541404
modenatoday.it,12.0,22382102.0,27.0,44005756.0,modenatoday.it,0.76430935712445
modernfarmer.com,98.0,22382102.0,193.0,44005756.0,modernfarmer.com,0.599200073403383
modernhealthcare.com,267.0,22382102.0,349.0,44005756.0,modernhealthcare.com,0.598909713642671
mohavetoday.com,0.0,0.0,1.0,44005756.0,mohavetoday.com,0.316249767393865
mohawkvalleytimes.com,0.0,0.0,9.0,44005756.0,mohawkvalleytimes.com,0.616141775997885
molad.org,5.0,22382102.0,34.0,44005756.0,molad.org,0.671567183161724
molfettalive.it,1.0,22382102.0,0.0,0.0,molfettalive.it,0.657261177553656
mom.com,11.0,22382102.0,20.0,44005756.0,mom.com,0.585418444597372
moms.today.com,1.0,22382102.0,0.0,0.0,moms.today.com,0.724020388102976
monafm.fr,1.0,22382102.0,0.0,0.0,monafm.fr,0.461200570247124
mondedestars.com,1.0,22382102.0,10.0,44005756.0,mondedestars.com,0.638187228927668
mondoweiss.net,209.0,22382102.0,905.0,44005756.0,mondoweiss.net,0.278851150989863
money.com,326.0,22382102.0,223.0,44005756.0,money.com,0.594931860051701
money.it,39.0,22382102.0,35.0,44005756.0,money.it,0.755720333748839
money.yahoo.com,44.0,22382102.0,11.0,44005756.0,money.yahoo.com,0.823912026251616
moneytalksnews.com,15.0,22382102.0,28.0,44005756.0,moneytalksnews.com,0.65898792778267
mongabay.com,86.0,22382102.0,258.0,44005756.0,mongabay.com,0.687532989217871
monmouth.edu,119.0,22382102.0,449.0,44005756.0,monmouth.edu,0.8320873316068
monroecopost.com,2.0,22382102.0,1.0,44005756.0,monroecopost.com,0.510125307864793
monroenews.com,36.0,22382102.0,117.0,44005756.0,monroenews.com,0.685403029406808
monroenynews.com,0.0,0.0,5.0,44005756.0,monroenynews.com,0.434834702317976
monroereview.com,0.0,0.0,5.0,44005756.0,monroereview.com,0.412214563926571
montanafreepress.org,52.0,22382102.0,646.0,44005756.0,montanafreepress.org,0.74176943240311
montanarightnow.com,21.0,22382102.0,141.0,44005756.0,montanarightnow.com,0.561700543860227
montereyherald.com,235.0,22382102.0,229.0,44005756.0,montereyherald.com,0.67598447452716
montereytimes.com,0.0,0.0,6.0,44005756.0,montereytimes.com,0.310772098043417
montgomery-herald.com,6.0,22382102.0,0.0,0.0,montgomery-herald.com,0.586683206276508
montgomeryadvertiser.com,579.0,22382102.0,844.0,44005756.0,montgomeryadvertiser.com,0.634321844425506
montgomerymdnews.com,0.0,0.0,1.0,44005756.0,montgomerymdnews.com,0.454618298366375
montgomerynews.com,46.0,22382102.0,12.0,44005756.0,montgomerynews.com,0.578461634386328
monthlyreview.org,190.0,22382102.0,2660.0,44005756.0,monthlyreview.org,0.509898043432392
montrealgazette.com,2571.0,22382102.0,3041.0,44005756.0,montrealgazette.com,0.774649841554576
montrosepress.com,21.0,22382102.0,11.0,44005756.0,montrosepress.com,0.626938789780294
monzatoday.it,6.0,22382102.0,19.0,44005756.0,monzatoday.it,0.718416095760334
moonofalabama.org,2.0,22382102.0,8.0,44005756.0,moonofalabama.org,0.360199000528754
mooreamerican.com,2.0,22382102.0,1.0,44005756.0,mooreamerican.com,0.692542737680499
mooresvilletribune.com,8.0,22382102.0,2.0,44005756.0,mooresvilletribune.com,0.500386401191971
moosejawtoday.com,29.0,22382102.0,100.0,44005756.0,moosejawtoday.com,0.685561984793646
mopo.de,165.0,22382102.0,80.0,44005756.0,mopo.de,0.716003717833404
morganton.com,16.0,22382102.0,12.0,44005756.0,morganton.com,0.623828961801866
morgenpost.de,532.0,22382102.0,335.0,44005756.0,morgenpost.de,0.683819733869346
morgenweb.de,33.0,22382102.0,6.0,44005756.0,morgenweb.de,0.642734546051654
morningbrew.com,28.0,22382102.0,102.0,44005756.0,morningbrew.com,0.617782217161343
morningconsult.com,337.0,22382102.0,72.0,44005756.0,morningconsult.com,0.90196608462966
morningjournal.com,99.0,22382102.0,195.0,44005756.0,morningjournal.com,0.694619841242088
morningjournalnews.com,23.0,22382102.0,44.0,44005756.0,morningjournalnews.com,0.491598375842109
morningledger.com,10.0,22382102.0,1.0,44005756.0,morningledger.com,0.29424599196732
morningnewsusa.com,8.0,22382102.0,1.0,44005756.0,morningnewsusa.com,0.382008270355183
morningstaronline.co.uk,430.0,22382102.0,968.0,44005756.0,morningstaronline.co.uk,0.566613647630571
morningsun.net,19.0,22382102.0,7.0,44005756.0,morningsun.net,0.664764782140899
morrisherald-news.com,4.0,22382102.0,3.0,44005756.0,morrisherald-news.com,0.706390429678048
mosaicscience.com,14.0,22382102.0,2.0,44005756.0,mosaicscience.com,0.861601738612092
mother.ly,11.0,22382102.0,105.0,44005756.0,mother.ly,0.735170372614168
motherjones.com,2559.0,22382102.0,2469.0,44005756.0,motherjones.com,0.660900904377969
mothership.sg,699.0,22382102.0,1489.0,44005756.0,mothership.sg,0.693461443695609
motorcitybengals.com,18.0,22382102.0,25.0,44005756.0,motorcitybengals.com,0.766706883299503
motorsports.nbcsports.com,479.0,22382102.0,216.0,44005756.0,motorsports.nbcsports.com,0.515502479905582
moultrieobserver.com,23.0,22382102.0,38.0,44005756.0,moultrieobserver.com,0.850909761415313
mountainstatetimes.com,0.0,0.0,1.0,44005756.0,mountainstatetimes.com,0.434551662546552
mountainx.com,100.0,22382102.0,240.0,44005756.0,mountainx.com,0.652215496059149
mountsinai.org,120.0,22382102.0,528.0,44005756.0,mountsinai.org,0.46396395392211
mouthhealthy.org,8.0,22382102.0,20.0,44005756.0,mouthhealthy.org,0.601094751873108
moveon.org,6.0,22382102.0,0.0,0.0,moveon.org,0.475212058163947
moz.de,60.0,22382102.0,89.0,44005756.0,moz.de,0.578280690197945
mpnnow.com,38.0,22382102.0,40.0,44005756.0,mpnnow.com,0.728374094365039
mprnews.org,1247.0,22382102.0,3776.0,44005756.0,mprnews.org,0.843374316803737
mradio.fr,4.0,22382102.0,7.0,44005756.0,mradio.fr,0.501725257129702
mrc.org,5.0,22382102.0,412.0,44005756.0,mrc.org,0.440617250267606
mrconservative.com,1.0,22382102.0,0.0,0.0,mrconservative.com,0.359893719063578
mrctv.org,0.0,0.0,20.0,44005756.0,mrctv.org,0.648421744984982
mrmondialisation.org,0.0,0.0,1.0,44005756.0,mrmondialisation.org,0.522584494939434
mrt.com,166.0,22382102.0,594.0,44005756.0,mrt.com,0.642734546051654
mskcc.org,148.0,22382102.0,338.0,44005756.0,mskcc.org,0.619358295561067
msmagazine.com,250.0,22382102.0,627.0,44005756.0,msmagazine.com,0.646545980280769
msn.com,8786.0,22382102.0,5657.0,44005756.0,msn.com,0.813681794497258
msnbc.com,1844.0,22382102.0,2264.0,44005756.0,msnbc.com,0.588104595861507
msnewsnow.com,27.0,22382102.0,2.0,44005756.0,msnewsnow.com,0.768853057630876
mtairynews.com,15.0,22382102.0,56.0,44005756.0,mtairynews.com,0.696441085914132
mtdemocrat.com,37.0,22382102.0,70.0,44005756.0,mtdemocrat.com,0.791230028033304
mtonews.com,8.0,22382102.0,0.0,0.0,mtonews.com,0.687875027502036
mtpr.org,100.0,22382102.0,324.0,44005756.0,mtpr.org,0.769936078455424
mtshastanews.com,34.0,22382102.0,20.0,44005756.0,mtshastanews.com,0.694949714008072
mtstandard.com,139.0,22382102.0,122.0,44005756.0,mtstandard.com,0.854809718637824
multiplesclerosisnewstoday.com,11.0,22382102.0,21.0,44005756.0,multiplesclerosisnewstoday.com,0.57152549470152
muncievoice.com,0.0,0.0,1.0,44005756.0,muncievoice.com,0.799649853780606
muncyluminary.com,4.0,22382102.0,1.0,44005756.0,muncyluminary.com,0.546185208330786
mundo.sputniknews.com,1.0,22382102.0,1.0,44005756.0,mundo.sputniknews.com,0.362120624038304
muscatinejournal.com,16.0,22382102.0,10.0,44005756.0,muscatinejournal.com,0.701574092902286
muskegonsun.com,0.0,0.0,1.0,44005756.0,muskegonsun.com,0.455904997186643
musketfire.com,12.0,22382102.0,11.0,44005756.0,musketfire.com,0.65898792778267
muskogeephoenix.com,61.0,22382102.0,56.0,44005756.0,muskogeephoenix.com,0.704178495080375
muskokaregion.com,32.0,22382102.0,94.0,44005756.0,muskokaregion.com,0.510125307864793
muslimnews.co.uk,57.0,22382102.0,79.0,44005756.0,muslimnews.co.uk,0.491002503331069
mustreadalaska.com,42.0,22382102.0,201.0,44005756.0,mustreadalaska.com,0.461714226335908
mwcnews.net,21.0,22382102.0,0.0,0.0,mwcnews.net,0.799649853780606
my.clevelandclinic.org,715.0,22382102.0,3535.0,44005756.0,my.clevelandclinic.org,0.661688780834392
myajc.com,306.0,22382102.0,73.0,44005756.0,myajc.com,0.780567817835412
myarklamiss.com,22.0,22382102.0,77.0,44005756.0,myarklamiss.com,0.623381208979617
mycentraljersey.com,257.0,22382102.0,574.0,44005756.0,mycentraljersey.com,0.861881719955617
mychamplainvalley.com,45.0,22382102.0,75.0,44005756.0,mychamplainvalley.com,0.510003777113843
mycontact.fr,1.0,22382102.0,1.0,44005756.0,mycontact.fr,0.71264595739927
mydailyregister.com,6.0,22382102.0,0.0,0.0,mydailyregister.com,0.582401423443859
mydailysentinel.com,7.0,22382102.0,1.0,44005756.0,mydailysentinel.com,0.502169868604318
mydailytribune.com,9.0,22382102.0,2.0,44005756.0,mydailytribune.com,0.502169868604318
mydaytondailynews.com,66.0,22382102.0,21.0,44005756.0,mydaytondailynews.com,0.762765344566223
myeasternshoremd.com,17.0,22382102.0,60.0,44005756.0,myeasternshoremd.com,0.664568690593825
myfox28columbus.com,31.0,22382102.0,37.0,44005756.0,myfox28columbus.com,0.546185208330786
myfox8.com,343.0,22382102.0,321.0,44005756.0,myfox8.com,0.862356607937521
myfoxzone.com,3.0,22382102.0,14.0,44005756.0,myfoxzone.com,0.740033629885356
mygc.com.au,24.0,22382102.0,9.0,44005756.0,mygc.com.au,0.501996362820317
myheraldreview.com,19.0,22382102.0,100.0,44005756.0,myheraldreview.com,0.630789820507222
myhighplains.com,22.0,22382102.0,65.0,44005756.0,myhighplains.com,0.684878389271006
mylondon.news,957.0,22382102.0,2021.0,44005756.0,mylondon.news,0.517221850950033
mymodernmet.com,128.0,22382102.0,385.0,44005756.0,mymodernmet.com,0.601952330135495
mynbc15.com,73.0,22382102.0,179.0,44005756.0,mynbc15.com,0.509941076749434
mynbc5.com,85.0,22382102.0,256.0,44005756.0,mynbc5.com,0.666335627788022
mynews13.com,217.0,22382102.0,750.0,44005756.0,mynews13.com,0.594595975293141
mynews4.com,76.0,22382102.0,164.0,44005756.0,mynews4.com,0.693855634168494
mynorthwest.com,288.0,22382102.0,575.0,44005756.0,mynorthwest.com,0.85282809463095
mypalmbeachpost.com,179.0,22382102.0,11.0,44005756.0,mypalmbeachpost.com,0.850697217839221
mypanhandle.com,30.0,22382102.0,104.0,44005756.0,mypanhandle.com,0.499990288898758
myprincegeorgenow.com,9.0,22382102.0,18.0,44005756.0,myprincegeorgenow.com,0.560177645212912
myrecordjournal.com,31.0,22382102.0,6.0,44005756.0,myrecordjournal.com,0.877291605300351
myrgv.com,41.0,22382102.0,186.0,44005756.0,myrgv.com,0.56384869038912
myrtlebeachonline.com,264.0,22382102.0,182.0,44005756.0,myrtlebeachonline.com,0.770146310034444
mysanantonio.com,1253.0,22382102.0,958.0,44005756.0,mysanantonio.com,0.773608331645381
mystateline.com,57.0,22382102.0,212.0,44005756.0,mystateline.com,0.491451036385089
mystatesman.com,135.0,22382102.0,18.0,44005756.0,mystatesman.com,0.609340999307784
mysuburbanlife.com,54.0,22382102.0,9.0,44005756.0,mysuburbanlife.com,0.673410798933277
mysuncoast.com,54.0,22382102.0,121.0,44005756.0,mysuncoast.com,0.696433771726972
mytownneo.com,9.0,22382102.0,33.0,44005756.0,mytownneo.com,0.515502479905582
mytwintiers.com,46.0,22382102.0,123.0,44005756.0,mytwintiers.com,0.753562934580221
mywabashvalley.com,14.0,22382102.0,46.0,44005756.0,mywabashvalley.com,0.582096887748166
mywebtimes.com,59.0,22382102.0,5.0,44005756.0,mywebtimes.com,0.906890734326071
mz-web.de,79.0,22382102.0,10.0,44005756.0,mz-web.de,0.518656385101639
mz.de,32.0,22382102.0,133.0,44005756.0,mz.de,0.696668592169433
n-tv.de,666.0,22382102.0,244.0,44005756.0,n-tv.de,0.622959381514971
naacp.org,289.0,22382102.0,771.0,44005756.0,naacp.org,0.6431461058752
nachdenkseiten.de,7.0,22382102.0,3.0,44005756.0,nachdenkseiten.de,0.692233055277608
nachrichten.at,133.0,22382102.0,43.0,44005756.0,nachrichten.at,0.562398059016523
nakedcapitalism.com,22.0,22382102.0,125.0,44005756.0,nakedcapitalism.com,0.694056709921226
nami.org,76.0,22382102.0,258.0,44005756.0,nami.org,0.686287190002854
nanaimobulletin.com,38.0,22382102.0,64.0,44005756.0,nanaimobulletin.com,0.803253940730544
nanaimonewsnow.com,17.0,22382102.0,39.0,44005756.0,nanaimonewsnow.com,0.673588160025729
nanotv.it,0.0,0.0,1.0,44005756.0,nanotv.it,0.655581677028255
nantahalanews.com,0.0,0.0,2.0,44005756.0,nantahalanews.com,0.382439841588533
nantonnews.com,5.0,22382102.0,2.0,44005756.0,nantonnews.com,0.552615688445823
napaneeguide.com,2.0,22382102.0,0.0,0.0,napaneeguide.com,0.664936373176829
napavalleyregister.com,323.0,22382102.0,218.0,44005756.0,napavalleyregister.com,0.85526214870134
naplesnews.com,383.0,22382102.0,400.0,44005756.0,naplesnews.com,0.816946216297037
naplesstandard.com,0.0,0.0,4.0,44005756.0,naplesstandard.com,0.316249767393865
napolitoday.it,60.0,22382102.0,73.0,44005756.0,napolitoday.it,0.552615688445823
narcity.com,222.0,22382102.0,111.0,44005756.0,narcity.com,0.55039980061737
nasa.gov,10312.0,22382102.0,15533.0,44005756.0,nasa.gov,0.956315766887341
nascar.nbcsports.com,869.0,22382102.0,303.0,44005756.0,nascar.nbcsports.com,0.724418044142838
nashobavalleyvoice.com,7.0,22382102.0,16.0,44005756.0,nashobavalleyvoice.com,0.601952330135495
nashuatelegraph.com,164.0,22382102.0,68.0,44005756.0,nashuatelegraph.com,0.646343352572467
nashvillepost.com,342.0,22382102.0,417.0,44005756.0,nashvillepost.com,0.636394911227421
nashvillestandard.com,0.0,0.0,2.0,44005756.0,nashvillestandard.com,0.481903863561925
nassaustandard.com,0.0,0.0,3.0,44005756.0,nassaustandard.com,0.42604974415678
natall.com,3.0,22382102.0,2.0,44005756.0,natall.com,0.185072263627604
natchezdemocrat.com,52.0,22382102.0,67.0,44005756.0,natchezdemocrat.com,0.585418444597372
nation.africa,663.0,22382102.0,3133.0,44005756.0,nation.africa,0.750313198308716
nation.com.pk,2608.0,22382102.0,3617.0,44005756.0,nation.com.pk,0.548076039341902
nation.cymru,635.0,22382102.0,1152.0,44005756.0,nation.cymru,0.57194619974825
nationalacademyofsciences.org,1.0,22382102.0,1.0,44005756.0,nationalacademyofsciences.org,0.909650346870873
nationalaffairs.com,70.0,22382102.0,1219.0,44005756.0,nationalaffairs.com,0.775429000335308
nationalcenter.org,25.0,22382102.0,139.0,44005756.0,nationalcenter.org,0.457801240867433
nationaleconomicseditorial.com,4.0,22382102.0,0.0,0.0,nationaleconomicseditorial.com,0.218787464223012
nationalenquirer.com,4.0,22382102.0,15.0,44005756.0,nationalenquirer.com,0.358252175587797
nationalfile.com,0.0,0.0,20.0,44005756.0,nationalfile.com,0.118408072913053
nationalgeographic.co.uk,185.0,22382102.0,32.0,44005756.0,nationalgeographic.co.uk,0.587259435084951
nationalgeographic.com,3204.0,22382102.0,9362.0,44005756.0,nationalgeographic.com,0.887787044279448
nationalgeographic.de,10.0,22382102.0,7.0,44005756.0,nationalgeographic.de,0.753693886845424
nationalgeographic.fr,4.0,22382102.0,8.0,44005756.0,nationalgeographic.fr,0.780898147589284
nationalgeographic.it,8.0,22382102.0,1.0,44005756.0,nationalgeographic.it,0.62967050652827
nationalinterest.org,1621.0,22382102.0,6792.0,44005756.0,nationalinterest.org,0.78650462886682
nationaljournal.com,817.0,22382102.0,38.0,44005756.0,nationaljournal.com,0.871165064239559
nationalmemo.com,19.0,22382102.0,28.0,44005756.0,nationalmemo.com,0.635584530763034
nationalmssociety.org,32.0,22382102.0,35.0,44005756.0,nationalmssociety.org,0.562018743210193
nationalnewswatch.com,28.0,22382102.0,72.0,44005756.0,nationalnewswatch.com,0.816946216297037
nationalobserver.com,201.0,22382102.0,478.0,44005756.0,nationalobserver.com,0.816946216297037
nationalpost.com,6511.0,22382102.0,5451.0,44005756.0,nationalpost.com,0.830057231645153
nationalreview.com,2639.0,22382102.0,4849.0,44005756.0,nationalreview.com,0.573614730794166
nationalrighttolifenews.org,8.0,22382102.0,0.0,0.0,nationalrighttolifenews.org,0.12789988283697
nationalufocenter.com,0.0,0.0,3.0,44005756.0,nationalufocenter.com,0.265318652733868
nationalvanguard.org,4.0,22382102.0,134.0,44005756.0,nationalvanguard.org,0.184846064895324
nationalworld.com,225.0,22382102.0,500.0,44005756.0,nationalworld.com,0.512062357819041
nationalzero.com,1.0,22382102.0,0.0,0.0,nationalzero.com,0.351146433853491
nationmaster.com,195.0,22382102.0,518.0,44005756.0,nationmaster.com,0.950775844278038
nationofchange.org,5.0,22382102.0,17.0,44005756.0,nationofchange.org,0.643357398639892
nativenewsonline.net,118.0,22382102.0,472.0,44005756.0,nativenewsonline.net,0.575346652528343
natmonitor.com,1.0,22382102.0,0.0,0.0,natmonitor.com,0.861719946860048
naturallysavvy.com,2.0,22382102.0,0.0,0.0,naturallysavvy.com,0.262105766764831
naturalnews.com,0.0,0.0,104.0,44005756.0,naturalnews.com,0
naturalpedia.com,1.0,22382102.0,0.0,0.0,naturalpedia.com,0.186020377139614
naturalsociety.com,1.0,22382102.0,0.0,0.0,naturalsociety.com,0.156707227541359
