Title,Domain
Journal of Research in Mathematics Education,www.hipatiapress.info
Mediscope,www.banglajol.info
Agronomy Science and Biotechnology,www.asbjournal.com
Clinical Nutrition Open Science,www.journals.elsevier.com
Asian Journal of Medical Radiological Research,aijournals.com
Majalah Ilmiah Bahari Jogja,jurnal.amy.ac.id
Sierra Leone Journal of Biomedical Research,ajol.info
Journal of Zoological and Botanical Gardens,www.mdpi.com
International Journal of Business and Management,www.ijbmjournal.com
Εκπαίδευση Δια Βίου Μάθηση Έρευνα και Τεχνολογική Ανάπτυξη Καινοτομία και Οικονομία,www.inoek.gr
Revista del Instituto de Investigaciones en Educación,hum.unne.edu.ar
Longhua Chinese Medicine,lcm.amegroups.com
Molecular Science,www.jstage.jst.go.jp
Malaria Research and Treatment,www.hindawi.com
North American Fauna,fwspubs.org
Open Access Surgery,www.dovepress.com
Anuario Colombiano de Derecho Internacional - ACDI,revistas.urosario.edu.co
Al-Ahkam,journal.walisongo.ac.id
Historikà/Historika,www.ojs.unito.it
EduChemia (Jurnal Kimia dan Pendidikan),jurnal.untirta.ac.id
Pakistan Journal of Information Management and Libraries,pu.edu.pk
Online Readings in Psychology and Culture,scholarworks.gvsu.edu
Romanica Wratislaviensia,wuwr.pl
POTENSIA Jurnal Kependidikan Islam,ejournal.uin-suska.ac.id
Brazilian Keynesian Review,www.braziliankeynesianreview.org
Opuscula Zoologica,opuscula.elte.hu
Industrial and Systems Engineering Review,iser.sisengr.org
JURNAL BIMBINGAN DAN KONSELING AR-RAHMAN,ojs.uniska-bjm.ac.id
Pulse,www.banglajol.info
Online Journal of Otolaryngology and Rhinology,irispublishers.com
Iranian journal of Value and Behavioral Accounting,aapc.khu.ac.ir
Idealog Ide dan Dialog Desain Indonesia,journals.telkomuniversity.ac.id
Trends in Renewable Energy,futureenergysp.com
Indonesian Journal of Rheumatology,journalrheumatology.or.id
APTIKOM Journal on Computer Science and Information Technologies,jurnal.aptikom.or.id
Європейський вектор економічного розвитку,eurodev.duan.edu.ua
EME Experimental Illustration Art & Design,polipapers.upv.es
JURNAL SeMaRaK,openjournal.unpam.ac.id
Jurnal Akuntansi,ejournal.unib.ac.id
IJEIS (Indonesian Journal of Electronics and Instrumentation Systems),jurnal.ugm.ac.id
SEISENSE Journal of Management,journal.seisense.com
CECCAR BUSINESS REVIEW,www.ceccarbusinessreview.ro
Gema Wiralodra,journal.unwir.ac.id
Brain and Neuroscience Advances,us.sagepub.com
Psychosomatic Medicine and General Practice,e-medjournal.com
AMERTA,jurnalarkeologi.kemdikbud.go.id
International Journal of Academic Medicine and Pharmacy,www.academicmed.org
JURNAL PENDIDIKAN EKONOMI Jurnal Ilmiah Ilmu Pendidikan Ilmu Ekonomi dan Ilmu Sosial,jurnal.unej.ac.id
Journal of Economy Culture and Society,iupress.istanbul.edu.tr
Saberes y prácticas Revista de Filosofía y Educación,revistas.uncu.edu.ar
International Journal of Advanced Multidisciplinary Scientific Research,ijamsr.com
ZBORNIK RADOVA UNIVERZITETA SINERGIJA,naucniskup.sinergija.edu.ba
Aktualni osvrti,www.ijf.hr
COJ Nursing & Healthcare,crimsonpublishers.com
Medical - Surgical Nursing Journal,ijmsn.ir
Buhalterinės apskaitos teorija ir praktika,www.journals.vu.lt
Clivajes Revista de Ciencias Sociales,clivajes.uv.mx
Journal of Bio-X Research,journals.lww.com
Budapest International Research in Exact Sciences (BirEx Journal),bircu-journal.com
Anali Ekonomskog fakulteta u Subotici,scindeks.ceon.rs
Jurnal Manajemen Teknologi & Teknik Sipil,ojs.unik-kediri.ac.id
Žmogus ir žodis,www.zmogusirzodis.leu.lt
Jurnal Riset Akuntansi,ojs.unikom.ac.id
Hadtudomány,www.mhtt.eu
Media Keperawatan Politeknik Kesehatan Makassar,journal.poltekkes-mks.ac.id
Journal of Research in Innovative Teaching & Learning,www.emeraldgrouppublishing.com
Juniper Online Journal Material Science,juniperpublishers.com
Revista e-ciência,www.fjn.edu.br
Veterinaria México OA,veterinariamexico.unam.mx
International Journal of Anesthesiology & Research,scidoc.org
Jahangirnagar University Journal of Biological Sciences,www.banglajol.info
VLC arquitectura Research Journal,polipapers.upv.es
SusMat,onlinelibrary.wiley.com
Journal of Law and Criminal Justice,www.aripd.org
Jurnal Akuntansi,journal.maranatha.edu
International Journal of Engineering Materials and Manufacture,deerhillpublishing.com
Revista de Derecho,revistas.ucu.edu.uy
Revista de Engenharia Civil IMED,seer.imed.edu.br
Jurnal Kesehatan,publikasi.polije.ac.id
Cardiovascular Endocrinology & Metabolism,journals.lww.com
EduKimia,ejournal.unp.ac.id
Jurnal Skala Kesehatan,www.ejurnalskalakesehatan-poltekkesbjm.com
Buletin Farmatera,buletin.farmakologiterapifkumsu.com
Dor on line,www.dol.inf.br
Iuris Tantum,revistas.anahuac.mx
"Egyptian Academic Journal of Biological Sciences. E, Medical Entomology and Parasitology",eajbse.journals.ekb.eg
Jurnal Kebidanan dan Kesehatan Tradisional,jurnal.poltekkes-solo.ac.id
Journal of Clinical Virology Plus,www.journals.elsevier.com
Journal of Finance Research,ojs.s-p.sg
Journal of neolithic archaelogy,www.jna.uni-kiel.de
Pittsburgh Tax Review,taxreview.law.pitt.edu
International Journal of Aerodynamics,www.inderscience.com
Reports on Geodesy and Geoinformatics,sciendo.com
Estação Científica (UNIFAP),periodicos.unifap.br
Multidisciplinary Journal for Education Social and Technological Sciences,polipapers.upv.es
Jurnal Pendidikan Edutama,ejurnal.ikippgribojonegoro.ac.id
Journal of Professional Communication,mulpress.mcmaster.ca
Journal of Architectural Engineering Technology,www.omicsgroup.org
Journal of International Humanitarian Action,jhumanitarianaction.springeropen.com
Inersia Jurnal Teknik Sipil,ejournal.unib.ac.id
Campos en Ciencias Sociales,revistas.usta.edu.co
Significances of Bioengineering & Biosciences,crimsonpublishers.com
Lentera Hukum,jurnal.unej.ac.id
Jurnal Ekonomi & Keuangan Islam,journal.uii.ac.id
Arts et sciences,openscience.fr
Cuadernos de derecho penal,www.usergioarboleda.edu.co
World Journal of Obstetrics and Gynecology,www.wjgnet.com
REVISTA DE DERECHO,revistas.unap.edu.pe
SOCIALNO-ECOLOGICHESKIE TECHNOLOGII,soc-ecol.ru
JURNAL GOVERNANSI,ojs.unida.ac.id
Scientific Review,arpgweb.com
Revista de Psicología Universidad de Antioquia,aprendeenlinea.udea.edu.co
Journal of Scientific Perspectives,ratingacademy.com.tr
Disciplinarum Scientia. Série Ciências da Saúde,sites.unifra.br
Journal of Childhood & Developmental Disorders,childhood-developmental-disorders.imedpub.com
Revista de Criminologias e Politicas Criminais,indexlaw.org
Revista de Direito Tributário e Financeiro,indexlaw.org
Computers and Education Artificial Intelligence,www.journals.elsevier.com
Perspectives in Nursing Science,ocean.kisti.re.kr
AKULTURASI (Jurnal Ilmiah Agrobisnis Perikanan),ejournal.unsrat.ac.id
Scientific Papers NaUKMA Economics,spne.ukma.edu.ua
Science Education Society,naukaobr.ru
REVISTA PERUANA DE CIENCIAS DE LA SALUD,revistas.udh.edu.pe
Revista Brasileira de Direito Internacional,www.indexlaw.org
Higher Education Research,www.sciencepublishinggroup.com
Turkish Studies - Historical Analysis,www.turkishstudies.net
Phinisi Integration Review,ojs.unm.ac.id
Mediterranean Botany,revistas.ucm.es
e3,revistas.ponteditora.org
Bengal Physician Journal,www.apibpj.com
JED (Jurnal Etika Demokrasi),journal.unismuh.ac.id
Food Production Processing and Nutrition,link.springer.com
Jurnal Teknologi Bahan dan Barang Teknik,ejournal.b4t.go.id
JRPK - Jurnal Riset Pendidikan Kimia,journal.unj.ac.id
مجلة کلیة علوم ذوی الاحتیاجات الخاصة,jshm.journals.ekb.eg
Pedagogy Jurnal Pendidikan Matematika,journal.uncp.ac.id
California Fish and Wildlife Journal,wildlife.ca.gov
Sintaxis,revistas.anahuac.mx
Canadian Journal of Academic Librarianship,cjal.ca
Jurnal Ekonomi Bisnis dan Kewirausahaan,jurnal.untan.ac.id
SPEKTRA Jurnal Kajian Pendidikan Sains,spektra.unsiq.ac.id
Journal of Science Foundation,www.bsfbd.org
Jurnal PG-PAUD Trunojoyo Jurnal Pendidikan dan Pembelajaran Anak Usia Dini,journal.trunojoyo.ac.id
Scholarship of Teaching and Learning in the South,sotl-south-journal.net
Social Networking,www.scirp.org
Building Healthy Academic Communities Journal,library.osu.edu
Dimas Jurnal Pemikiran Agama untuk Pemberdayaan,journal.walisongo.ac.id
Forum Revista Departamento Ciencia Política,revistas.unal.edu.co
ÑEMITỸRÃ Revista Multilingüe de Lengüa Sociedad y Educación,www.nemityra.fil.una.py
AKUNTABILITAS Jurnal Ilmiah Ilmu-Ilmu Ekonomi,akuntabilitas.unisbablitar.ejournal.web.id
Mathematics Education Journal,ejournal.umm.ac.id
AKSARA Jurnal Bahasa dan Sastra,jurnal.fkip.unila.ac.id
JHeS (Journal of Health Studies),ejournal.unisayogya.ac.id
Dante e l Arte,revistes.uab.cat
Journal of Community Empowerment for Health,jurnal.ugm.ac.id
Academo Revista de Investigación en Ciencias Sociales y Humanidades,revistacientifica.uamericana.edu.py
Jurnal Riset Manajemen Sains Indonesia,journal.unj.ac.id
Revista de Gestão e Contabilidade da UFPI,revistas.ufpi.br
Estudos em Design,www.maxwell.lambda.ele.puc-rio.br
Papers in Physics,www.papersinphysics.org
International and Multidisciplinary Journal of Social Sciences,www.hipatiapress.com
The Arbutus Review,journals.uvic.ca
Revista Interuniversitaria de Investigación en Tecnología Educativa,revistas.um.es
Jurnal Penelitian Pos dan informatika,jurnal-ppi.kominfo.go.id
Acta Facultatis Educationis Physicae Universitatis Comenianae,content.sciendo.com
Jurnal Riset dan Kajian Pendidikan Fisika,journal.uad.ac.id
RCT - Revista de Ciência e Tecnologia,revista.ufrr.br
Complex Manifolds,www.degruyter.com
Journal of Tax Reform,jtr.urfu.ru
The Fibreculture Journal,fibreculturejournal.org
Majallah-i ̒ulūm-i pizishkī-i Ṣadrā,smsj.sums.ac.ir
Japanese Journal of Sensory Evaluation,www.jstage.jst.go.jp
Métis,www.ucs.br
The Management Journal of Binaniaga,e-journal.stiebinaniaga.ac.id
Global Journal of Arts Education,www.gjae.eu
JURNAL KESEHATAN PERINTIS (Perintis s Health Journal),jurnal.stikesperintis.ac.id
Publicación Electrónica de la Asociación Paleontológica Argentina,www.peapaleontologica.org.ar
Tropical Agricultural Research,tar.sljol.info
Clinical Dermatology Review,www.cdriadvlkn.org
Conhecer debate entre o público e o privado,revistas.uece.br
Informa&ccedil &atilde o em Pauta,www.periodicos.ufc.br
Interventions in Pediatric Dentistry Open Access Journal,www.lupinepublishers.com
Journal of Work-Applied Management,www.emeraldgrouppublishing.com
Journal of Integrative Nursing,www.journalin.org
Geography Notebooks,www.ledonline.it
AFEBI Management and Business Review,journal.afebi.org
Annals of Thyroid,aot.amegroups.com
Yemeni Journal For Medical Sciences,www.ust.edu
Lundellia,www.bioone.org
Jurnal INDRIA (Jurnal Ilmiah Pendidikan Prasekolah dan Sekolah Awal),journal.umpo.ac.id
Khazanah Informatika Jurnal Ilmu Komputer dan Informatika,journals.ums.ac.id
IMC Journal of Medical Science,www.imcjms.com
Indonesian Journal of Human Nutrition,ijhn.ub.ac.id
OLBI Journal,uottawa.scholarsportal.info
Journal of Biomedicine and Translational Research,ejournal2.undip.ac.id
PLACENTUM Jurnal Ilmiah Kesehatan dan Aplikasinya,jurnal.uns.ac.id
Cuaternario y Geomorfología,recyt.fecyt.es
ACS Measurement Science Au,pubs.acs.org
Cihan University-Erbil Journal of Humanities and Social Sciences,journals.cihanuniversity.edu.iq
Studia Universitatis Babeș-Bolyai Negotia,studia.ubbcluj.ro
Enquiry The ARCC Journal for Architectural Research,www.arcc-journal.org
Journal of Legal Studies,publicatii.uvvg.ro
Psicólogo inFormação,www.metodista.br
The Pan-American Journal of Ophthalmology,www.thepajo.org
Revista Ingenio,revistas.ufps.edu.co
Evangelikal Jurnal Teologi Injili dan Pembinaan Warga Jemaat,journal.sttsimpson.ac.id
Educação em Análise,www.uel.br
Journal of Applied Engineering and Technological Science (JAETS),journal.yrpipku.com
Applied Finance and Accounting,redfame.com
Uluslararası Ekonomi İşletme ve Politika Dergisi,dergipark.gov.tr
Journal of Project Management,growingscience.com
International Journal of Teaching and Education,www.iises.net
NIM Marketing Intelligence Review,sciendo.com
Axon,edizionicafoscari.unive.it
MANAZHIM,ejournal.stitpn.ac.id
Adıyaman Üniversitesi Eğitim Bilimleri Dergisi,dergipark.ulakbim.gov.tr
Έρευνα στην Εκπαίδευση,ejournals.epublishing.ekt.gr
LANX Rivista della Scuola di Specializzazione in Beni Archeologici - Università degli Studi di Milano,riviste.unimi.it
Mirai Estudios Japoneses,revistas.ucm.es
International Journal of Innovative Engineering Applications,dergipark.gov.tr
JAPANEDU Jurnal Pendidikan dan Pengajaran Bahasa Jepang,ejournal.upi.edu
Jurnal Pembangunan Hukum Indonesia,ejournal2.undip.ac.id
Faktor Exacta,journal.lppmunindra.ac.id
Development Strategies in Medical Education,dsme.hums.ac.ir
AL-MISBAH (Jurnal Islamic Studies),journal2.uad.ac.id
ADAM AKADEMİ Sosyal Bilimler Dergisi,dergipark.org.tr
EAI Endorsed Transactions on Context-aware Systems and Applications,eudl.eu
TEC Empresarial,revistas.tec.ac.cr
Pakistan Journal of Engineering and Technology,sites2.uol.edu.pk
Klart språk i Norden,tidsskrift.dk
Jurnal Derivat Jurnal Matematika dan Pendidikan Matematika,journal.upy.ac.id
Atlánticas Revista Internacional de Estudios Feministas,revistas.udc.es
Hospital a Domicilio,www.revistahad.eu
La Vida & la Historia,revistas.unjbg.edu.pe
International Journal of Behavioural Accounting and Finance,inderscience.metapress.com
North American Fungi,bibpurl.oclc.org
Syiar Hukum Jurnal Ilmu Hukum,ejournal.unisba.ac.id
Recent Advances in Biology and Medicine,rabm.scholasticahq.com
Refleksi,journal.uinjkt.ac.id
Journal of bioenergy and Food Science,periodicos.ifap.edu.br
Acta Universitatis Sapientiae Alimentaria,sciendo.com
BACA JURNAL DOKUMENTASI DAN INFORMASI,jurnalbaca.pdii.lipi.go.id
Indialogs,raco.cat
Acta Universitatis Sapientiae European and Regional Studies,www.acta.sapientia.ro
ICST Transactions on e-Education and e-Learning,eudl.eu
Revista Visión Contable,publicaciones.unaula.edu.co
Multidisciplinary Journal of Educational Research,remie.hipatiapress.com
SOJ Microbiology & Infectious Diseases,symbiosisonlinepublishing.com
Glasnik Hrvatskog botaničkog društva,hrcak.srce.hr
Науковий вісник Ужгородського університету Серія Математика і інформатика,visnyk-math.uzhnu.edu.ua
Revista Universitaria de la Educación Física y el Deporte,www.revistasiuacj.edu.uy
Binamulia Hukum,fh-unkris.com
TRANSFORMASI Jurnal Pengabdian Masyarakat,ejurnal.iainmataram.ac.id
International Journal of Clinical Neurosciences and Mental Health,www.arc-biosciences.com
Posgrado y Sociedad Revista Electrónica del Sistema de Estudios de Posgrado,www.unedac.cr
BioScientific Review,journals.umt.edu.pk
International Journal of Peace Education and Development,www.indianjournals.com
Visnyk of V N Karazin Kharkiv National University series Ecology,periodicals.karazin.ua
Bulletin of Science and Technical Development,www.vntr.ru
Jurnal Inspirasi Pendidikan,ejournal.unikama.ac.id
International Journal of Pharmacognosy & Chinese Medicine,medwinpublishers.com
Text and Image Essential Problems in Art History,txim.history.knu.ua
Social Psychological Bulletin,spb.psychopen.eu
Cuadernos de Lingüística de El Colegio de México,cuadernoslinguistica.colmex.mx
African Journal of Food Science and Technology,www.interesjournals.org
Human Beings Environment and Their Future,www.hefinstitute.or.kr
Al-Izzah Jurnal Hasil-Hasil Penelitian,ejournal.iainkendari.ac.id
Zawiyah Jurnal Pemikiran Islam,ejournal.iainkendari.ac.id
KOMPUTEK,studentjournal.umpo.ac.id
Online Journal of Applied Knowledge Management,www.iiakm.org
AKADEMIKA Jurnal Pemikiran Islam,e-journal.metrouniv.ac.id
Journal of Aquaculture Science,joas.co.id
Journal of Islamic Studies and Culture,www.aripd.org
International Journal of Technology in Education and Science,www.ijtes.net
Case Reports in Immunology,www.hindawi.com
Wiga Jurnal Penelitian Ilmu Ekonomi,journal.stiewidyagamalumajang.ac.id
Health Prospect,nepjol.info
POCUS Journal,pocusjournal.com
Clinical Practice,www.sapub.org
Journal of Clinical Case Studies,www.sciforschenonline.org
Revista de Gênero Sexualidade e Direito,www.indexlaw.org
Proceedings of the Theriological School,terioshkola.org.ua
International Journal of Economic Behavior and Organization,www.sciencepublishinggroup.com
Revista Científica Especialidades Odontológicas UG,revistas.ug.edu.ec
Dialogues in Health,www.journals.elsevier.com
Population Medicine,www.populationmedicine.eu
Journal of Yeast and Fungal Research,www.academicjournals.org
International Journal of Research and Applied Technology,ojs.unikom.ac.id
Italian Botanist,italianbotanist.pensoft.net
Conflict and Society,www.berghahnjournals.com
Saudi Journal of Emergency Medicine,www.sjemed.com
Journal of Psychedelic Studies,akjournals.com
Cadernos de Estudos Sociais e Políticos,cadernos.iesp.uerj.br
International Journal of Geoinformatics and Geological Science,www.internationaljournalssrg.org
Spiritus ORU Journal of Theology,digitalshowcase.oru.edu
Ìstorìâ narodnogo gospodarstva ta ekonomìčnoï dumki Ukraïni,ingedu.org.ua
Toxicology Communications,www.tandfonline.com
Caminhos da História,www.periodicos.unimontes.br
European Journal of Dental and Oral Health,www.ejdent.org
DÍKÉ,journals.lib.pte.hu
Al-Infaq Jurnal Ekonomi Islam,ejournal.uika-bogor.ac.id
NurseLine Journal,jurnal.unej.ac.id
Journal of Health Science and Prevention,jurnalfpk.uinsby.ac.id
International journal of human capital in urban management,www.ijhcum.net
Protokole zur Bibel/Protokolle zur Bibel,www.protokollezurbibel.at
Veterinaria italiana,www.veterinariaitaliana.izs.it
Brazilian Journal of Medicine and Human Health,www5.bahiana.edu.br
Revista Portuguesa de Investigação Comportamental e Social,rpics.ismt.pt
Studier i Pædagogisk Filosofi,ojs.statsbiblioteket.dk
Jurnal Berkala Kesehatan,ppjp.unlam.ac.id
Jurnal Agribisnis,ejurnal.unilak.ac.id
Conservation Science in Cultural Heritage,conservation-science.unibo.it
Journal of Languages and Culture,www.academicjournals.org
Journal of Shipping and Trade,jshippingandtrade.springeropen.com
Visual Computing for Industry Biomedicine and Art,vciba.springeropen.com
Tourism Scientific Journal,www.jurnal.stiepar.ac.id
Magyar Traumatológia Ortopédia Kézsebészet Plasztikai Sebészet,ojs.mtak.hu
THE Journal Tourism and Hospitality Essentials Journal,ejournal.upi.edu
Universum Philology and art history,7universum.com
Annales Neophilologiarum,www.wf.univ.szczecin.pl
SDRP Journal of Food Science & Technology,www.openaccessjournals.siftdesk.org
Jurnal Social Economic of Agriculture,jurnal.untan.ac.id
ISTORIA Jurnal Pendidikan dan Ilmu Sejarah,journal.uny.ac.id
JPBIO (Jurnal Pendidikan Biologi),103.53.197.207
Revista de Investigación,revistas.uamerica.edu.co
European Journal of Materials Science and Engineering,ejmse.ro
Jurnal Rekayasa Hijau,ejurnal.itenas.ac.id
Journal for Research in Arts and Sports Education,jased.net
BERKALA SAINSTEK,jurnal.unej.ac.id
Revista científica profundidad construyendo futuro,revistas.ufpso.edu.co
Ratio et Oratio,sagowa.jams.or.kr
Caribbean Quilt,jps.library.utoronto.ca
Public and Municipal Finance,businessperspectives.org
Imaginário,pepsic.bvsalud.org
Revista del Instituto de investigación de la Facultad de minas metalurgia y ciencias geográficas,revistasinvestigacion.unmsm.edu.pe
Neurosurgery Cases and Reviews,www.clinmedjournals.org
Policy & Governance Review,journal.iapa.or.id
Forum Agribisnis,journal.ipb.ac.id
Cardiology and Cardiovascular Research,www.sciencepublishinggroup.com
Hematology & Medical Oncology,oatext.com
BULETIN FISIKA,ojs.unud.ac.id
Revista do Direito do Trabalho e Meio Ambiente do Trabalho,indexlaw.org
Journal of English Language Studies,jurnal.untirta.ac.id
Revista Direito Mackenzie,editorarevistas.mackenzie.br
International Journal of Innovative Research in Applied Sciences and Engineering,ijirase.com
Vidya Karya,ppjp.unlam.ac.id
Mathematical Journal of Interdisciplinary Sciences,mjis.chitkara.edu.in
Jurnal Teknologi Informasi dan Komputer,jurnal.undhirabali.ac.id
Journal of Prison Education and Reentry,scholarscompass.vcu.edu
Archaeological Discovery,www.scirp.org
Characterization and Application of Nanomaterials,systems.enpress-publisher.com
JURNAL INTEGRASI PROSES,jurnal.untirta.ac.id
Jurnal Ius Constituendum,journals.usm.ac.id
International Journal of Research Studies in Medical and Health Sciences,www.ijrsmhs.com
Geography and sustainability,www.journals.elsevier.com
Toxicon X,www.journals.elsevier.com
Florea Jurnal Biologi dan Pembelajarannya,e-journal.unipma.ac.id
Letters in Oncology Science,wco.pl
Revista Presença Geográfica,www.periodicos.unir.br
State Formation,www.kbuapa.kharkov.ua
Journal of Asian Earth Sciences X,www.journals.elsevier.com
Jurnal Abdimas BSI Jurnal Pengabdian Kepada Masyarakat,ejournal.bsi.ac.id
International Journal of Mathematical Models and Methods in Applied Sciences,www.naun.org
Global Surgery,www.oatext.com
Journal of Dentistry and Oral Hygiene,www.academicjournals.org
IAFOR Journal of Arts & Humanities,iafor.org
Cognitive Computation and Systems,ietresearch.onlinelibrary.wiley.com
Global Medical Genetics,doi.org
Jurnal Sekolah Dasar,journal.ubpkarawang.ac.id
CosmoGov,journal.unpad.ac.id
JUITA Jurnal Informatika,jurnalnasional.ump.ac.id
Journal of Japan Veterinary Cancer Society,www.jstage.jst.go.jp
Revista Multi-Ensayos,www.multiensayos.unan.edu.ni
Circula,circula.recherche.usherbrooke.ca
Jurnal Fitofarmaka Indonesia,jurnal.farmasi.umi.ac.id
JURNAL PETIK,epetik.pti-stkipgarut.org
EKONIKA Jurnal Ekonomi Universitas Kadiri,ojs.unik-kediri.ac.id
International Journal of Clinical Case Reports,epe.lac-bac.gc.ca
Intermedia International e-journal,intermedia.ticaret.edu.tr
Current Research in Biotechnology,www.journals.elsevier.com
Gondang Jurnal Seni dan Budaya,jurnal.unimed.ac.id
Revista Electrónica en Educación y Pedagogía,revedupe.unicesmag.edu.co
BIOVALENTIA Biological Research Journal,biovalentia.ejournal.unsri.ac.id
Grain & Oil Science and Technology,www.sciencedirect.com
IBERO-AMERICANA PRAGENSIA,karolinum.cz
Community Medicine & Public Health Care,www.heraldopenaccess.us
European Oral Research,eor.istanbul.edu.tr
Revista de investigación educativa de la escuela de graduados en educación/Revista de investigación educativa de la escuela de Graduados en Educación,www.rieege.mx
Nurani Jurnal Kajian Syari ah dan Masyarakat,jurnal.radenfatah.ac.id
Rechtsidee,ojs.umsida.ac.id
Microarrays,www.mdpi.com
C21 literature,www.gylphi.co.uk
International Journal of Health Professions,sciendo.com
Life Sciences Society and Policy,lsspjournal.biomedcentral.com
American Journal of Health Sciences (AJHS),journals.cluteonline.com
ARYA atherosclerosis,arya.mui.ac.ir
Búsqueda,revistas.cecar.edu.co
Memorias de la Real Sociedad Española de Historia Natural,rshn.geo.ucm.es
Jurnal Ilmu Peternakan dan Veteriner Tropis (Journal of Tropical Animal and Veterinary Science),journal.fapetunipa.ac.id
Sawwa Jurnal Studi Gender,journal.walisongo.ac.id
Healthcare in Low-resource Settings,www.pagepressjournals.org
Al-Muzara ah,medpet.journal.ipb.ac.id
Journal of Orthopaedics and Allied Sciences,www.joas.in
IEEE Open Journal of Signal Processing,ieeexplore.ieee.org
Tecnologia e Ambiente,periodicos.unesc.net
ARABIYATUNA Jurnal Bahasa Arab,journal.iaincurup.ac.id
Equilibrium Jurnal Ekonomi Syariah,journal.stainkudus.ac.id
Jurnal Keuangan dan Bisnis,ojs.ukmc.ac.id
Pediomaternal Nursing Journal,e-journal.unair.ac.id
Jurnal Komputer Terapan,jurnal.pcr.ac.id
Discover Sustainability,link.springer.com
Portal de la Ciencia,www.lamjol.info
Smithsonian contributions to botany,www.sil.si.edu
ECUADOR ES CALIDAD - Revista Científica Ecuatoriana,revistaecuadorescalidad.agrocalidad.gob.ec
LaGeografia,ojs.unm.ac.id
Contemporaneity Historical Presence in Visual Culture,contemporaneity.pitt.edu
Nordic Journal of Art and Research,www.artandresearch.info
Ghana Journal of Linguistics,www.ajol.info
Jurnal Bahasa dan Sastra,journal.unnes.ac.id
Bulletin of The Iraq Natural History Museum,jnhm.uobaghdad.edu.iq
Bioelectronic Medicine,link.springer.com
"Magyar kémiai folyóirat, Kémiai közlemények",www.kfki.hu
Argumentos - Revista do Departamento de Ciências Sociais da Unimontes,www.periodicos.unimontes.br
JEMMA (Journal of Economic Management and Accounting),www.ojs.unanda.ac.id
International Journal of Innovation in Enterprise System,ijies.sie.telkomuniversity.ac.id
Cephalalgia Reports,us.sagepub.com
International Journal of Advanced and Integrated Medical Sciences,www.ijaims.com
Revue hybride de l éducation,revues.uqac.ca
JMSP (Jurnal Manajemen dan Supervisi Pendidikan),journal2.um.ac.id
Public Health Open Access,www.medwinpublishers.com
Annals of Ayurvedic Medicine,www.aamjournal.in
Journal of Research and Practice on the Musculoskeletal System,www.jrpms.eu
Widyagogik Jurnal Pendidikan dan Pembelajaran Sekolah Dasar,journal.trunojoyo.ac.id
Thrombosis Update,www.journals.elsevier.com
Psikoloji Çalışmaları / Studies in Psychology,iupress.istanbul.edu.tr
Papeles,bibliotecavirtual.unl.edu.ar
Jurnal STEI Ekonomi,journal.steipress.org
Physiology and Pharmacology,ppj.phypha.ir
Rhema,rhema-journal.com
International Journal of Oceanography & Aquaculture,medwinpublishers.com
Мінеральні ресурси України,mru-journal.com.ua
Asian Journal of Research and Reviews in Physics,www.journalajr2p.com
Jurnal Civic Hukum,ejournal.umm.ac.id
Studia Philosophica Estonica,www.spe.ut.ee
Discrete Mathematics Letters,www.dmlett.com
Perceptions in Reproductive Medicine,crimsonpublishers.com
Journal of Vertebrate Biology,www.jvertbiol.cz
EMJ Cardiology,emjreviews.com
East-West Cultural Passage,reviste.ulbsibiu.ro
Revista do Instituto de Políticas Públicas de Marília,revistas.marilia.unesp.br
Kilat,stt-pln.e-journal.id
Action Criticism and Theory for Music Education,act.maydaygroup.org
Mechanics of Machines Mechanisms and Materials,mmmm.by
International Journal of Multidisciplinary and Current Research,inpressco.com
STADIUM - Hungarian Journal of Sport Sciences,ojs.lib.unideb.hu
International Journal of Educational Psychology,hipatiapress.com
Frauenheilkunde aktuell,www.karger.com
Journal of Advances in Technology and Engineering Research,tafpublications.com
Studies in Business and Economics,eccsf.ulbsibiu.ro
The Journal of V N Karazin Kharkiv National University Series Biology,periodicals.karazin.ua
Bangladesh Medical Journal Khulna,banglajol.info
Open Access Journal of Pharmaceutical Research,www.medwinpublishers.com
IET Collaborative Intelligent Manufacturing,ietresearch.onlinelibrary.wiley.com
PSEJ (Pancasakti Science Education Journal),e-journal.upstegal.ac.id
Jurnal Wawasan Yuridika,ejournal.sthb.ac.id
Agricultural Extension Journal,www.aextj.com
La Revista de Derecho,camjol.info
Revista de Processo Jurisdição e Efetividade da Justiça,indexlaw.org
Additive Manufacturing Letters,www.journals.elsevier.com
Scientific Dental Journal,www.scidentj.com
Adaptive Management Theory and Practice Pedagogics,amtp.org.ua
Jurnal KARINOV,journal2.um.ac.id
Revista Brasileira de Literatura Comparada,revista.abralic.org.br
The Arabidopsis Book,bibpurl.oclc.org
Qualitative Research in Education,qre.hipatiapress.com
Journal of Cancer Research & Therapy,www.nobleresearch.org
Linguamática,www.linguamatica.com
Apparence(s),journals.openedition.org
Ada A Journal of Gender New Media and Technology,bibpurl.oclc.org
Nuclear Sciences Scientific Journal,ssnma.com
Meteorology Hydrology and Water Management,www.mhwm.pl
Herald of Kiev Institute of Business and Technology,herald.kibit.edu.ua
Journal of General-Procedural Dermatology & Venereology Indonesia,jgenprodvi.ui.ac.id
Intellectual Property Rights Open Access,esciencecentral.org
Jurnal Pembelajaran Pemberdayaan Masyarakat (JP2M),riset.unisma.ac.id
